min_support,min_confidence,min_lift,TopK,RulesAvailable,RulesSelected,AvgLift,AvgConfidence,AvgSupport,ActivationProxyMean,RuleQualityScore
0.02,0.2,8,50,74,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.2,8,100,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,150,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,200,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,250,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,300,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,400,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,8,500,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.2,9,50,51,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.2,9,100,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,150,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,200,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,250,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,300,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,400,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,9,500,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.2,10,50,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,100,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,150,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,200,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,250,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,300,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,400,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.2,10,500,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,1,50,175,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,1,100,175,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,1,150,175,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,1,200,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,1,250,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,1,300,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,1,400,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,1,500,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,2,50,175,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,2,100,175,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,2,150,175,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,2,200,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,2,250,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,2,300,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,2,400,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,2,500,175,175,8.842167882537739,0.4986644090711957,0.024911571420644166,0.05243628465203295,4.409274422053987
0.02,0.3,3,50,172,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,3,100,172,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,3,150,172,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,3,200,172,172,8.94822687536587,0.5017883773371559,0.02497506139478102,0.0521897579438975,4.490116243834569
0.02,0.3,3,250,172,172,8.94822687536587,0.5017883773371559,0.02497506139478102,0.0521897579438975,4.490116243834569
0.02,0.3,3,300,172,172,8.94822687536587,0.5017883773371559,0.02497506139478102,0.0521897579438975,4.490116243834569
0.02,0.3,3,400,172,172,8.94822687536587,0.5017883773371559,0.02497506139478102,0.0521897579438975,4.490116243834569
0.02,0.3,3,500,172,172,8.94822687536587,0.5017883773371559,0.02497506139478102,0.0521897579438975,4.490116243834569
0.02,0.3,4,50,169,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,4,100,169,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,4,150,169,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,4,200,169,169,9.04403554046626,0.503694166340753,0.024984986286544726,0.05200934215801487,4.555427941911295
0.02,0.3,4,250,169,169,9.04403554046626,0.503694166340753,0.024984986286544726,0.05200934215801487,4.555427941911295
0.02,0.3,4,300,169,169,9.04403554046626,0.503694166340753,0.024984986286544726,0.05200934215801487,4.555427941911295
0.02,0.3,4,400,169,169,9.04403554046626,0.503694166340753,0.024984986286544726,0.05200934215801487,4.555427941911295
0.02,0.3,4,500,169,169,9.04403554046626,0.503694166340753,0.024984986286544726,0.05200934215801487,4.555427941911295
0.02,0.3,5,50,166,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,5,100,166,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,5,150,166,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,5,200,166,166,9.12382151366107,0.504376146448179,0.02501766680505943,0.05204537143078724,4.601837935941362
0.02,0.3,5,250,166,166,9.12382151366107,0.504376146448179,0.02501766680505943,0.05204537143078724,4.601837935941362
0.02,0.3,5,300,166,166,9.12382151366107,0.504376146448179,0.02501766680505943,0.05204537143078724,4.601837935941362
0.02,0.3,5,400,166,166,9.12382151366107,0.504376146448179,0.02501766680505943,0.05204537143078724,4.601837935941362
0.02,0.3,5,500,166,166,9.12382151366107,0.504376146448179,0.02501766680505943,0.05204537143078724,4.601837935941362
0.02,0.3,6,50,150,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,6,100,150,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,6,150,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,6,200,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,6,250,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,6,300,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,6,400,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,6,500,150,150,9.513620756062046,0.5017174449645911,0.024745204668627344,0.05171559106967796,4.773149498093551
0.02,0.3,7,50,111,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,7,100,111,100,10.917539032819063,0.5294239448727006,0.024122412740691414,0.047455746074024745,5.780006583056757
0.02,0.3,7,150,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,7,200,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,7,250,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,7,300,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,7,400,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,7,500,111,111,10.548945115469158,0.5191449780893247,0.024234489192038716,0.048726935692142946,5.476431880835724
0.02,0.3,8,50,74,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,8,100,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,150,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,200,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,250,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,300,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,400,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,8,500,74,74,12.098963642676175,0.5537916565061705,0.024270483235024603,0.04531575024333472,6.700305117685569
0.02,0.3,9,50,51,50,13.845580625268662,0.600151243270229,0.0253326674435381,0.04306642250707507,8.309442426053181
0.02,0.3,9,100,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,150,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,200,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,250,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,300,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,400,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,9,500,51,51,13.750997447471132,0.5997606154876957,0.025276610838553284,0.04298144539431664,8.247306692665019
0.02,0.3,10,50,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,100,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,150,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,200,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,250,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,300,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,400,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.3,10,500,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,1,50,135,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,1,100,135,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,1,150,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,1,200,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,1,250,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,1,300,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,1,400,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,1,500,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,50,135,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,2,100,135,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,2,150,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,200,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,250,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,300,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,400,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,2,500,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,50,135,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,3,100,135,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,3,150,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,200,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,250,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,300,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,400,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,3,500,135,135,9.516328207857716,0.5414161858385275,0.025269695643148835,0.048108893533675735,5.152294121485914
0.02,0.4,4,50,134,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,4,100,134,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,4,150,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,4,200,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,4,250,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,4,300,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,4,400,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,4,500,134,134,9.557713232305945,0.5422748395451785,0.0252988428922476,0.048093973283242525,5.182907409467536
0.02,0.4,5,50,131,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,5,100,131,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,5,150,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,5,200,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,5,250,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,5,300,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,5,400,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,5,500,131,131,9.670579679831576,0.5440225549455295,0.025347442402862477,0.048049963761531825,5.261013465226295
0.02,0.4,6,50,119,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,6,100,119,100,10.78765213331424,0.545178340084382,0.024588535597358643,0.046581210809611,5.881194283448
0.02,0.4,6,150,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,6,200,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,6,250,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,6,300,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,6,400,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,6,500,119,119,10.091555816487174,0.5399868965117597,0.02516904880813654,0.048186546135018014,5.449307906320106
0.02,0.4,7,50,95,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,7,100,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,150,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,200,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,250,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,300,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,400,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,7,500,95,95,10.988337419216702,0.5473723264795144,0.024538038954553018,0.04619230780463728,6.014711817298549
0.02,0.4,8,50,67,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,8,100,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,150,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,200,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,250,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,300,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,400,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,8,500,67,67,12.467599762039466,0.5757704539595832,0.0245468180986196,0.04347084288893471,7.178475574775854
0.02,0.4,9,50,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,100,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,150,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,200,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,250,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,300,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,400,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,9,500,50,50,13.841587199563051,0.6042337039036443,0.025310471117030137,0.042586981854503075,8.363553501497254
0.02,0.4,10,50,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,100,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,150,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,200,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,250,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,300,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,400,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
0.02,0.4,10,500,45,45,14.349776529987452,0.609278531480371,0.025323542287084822,0.042253173766408324,8.743010771262249
